Kurs
11608.00
11601.00
11568.00
11589.00
11532.00
11537.00
11511.00
11511.00
11527.00
11624.00
11563.00
11536.00
11525.00
11487.00
11415.00
11351.00
11441.00
11507.00
11515.00
11560.00
11633.00
11613.00
11611.00
11740.00
11806.00
11810.00
11874.00
11823.00
11790.00
11806.00
11803.00
11813.00
11781.00
11814.00
11863.00
11978.00
11916.00
11967.00
11971.00
12000.00
12027.00
12091.00
12103.00
11969.00
11798.00
11854.00
11963.00
11887.00
11787.00
11695.00
11549.00
11627.00
11627.00
11709.00
11805.00
11668.00
11706.00
11577.00
11531.00
11498.00
11531.00
11591.00
11747.00
11733.00
11756.00
11766.00
11822.00
11728.00
11677.00
11683.00
11667.00
11693.00
11681.00
11682.00
11707.00
11717.00
11654.00
11714.00
11715.00
11708.00
11682.00
11717.00
11710.00
11734.00
11781.00
11760.00
11770.00
11722.00
11754.00
11782.00
11831.00
11831.00
11875.00
11903.00
11908.00
12030.00
11985.00
11972.00
11987.00
11976.00
11947.00
12007.00
12120.00
12212.00
12188.00
12136.00
12144.00
12212.00
12190.00
12241.00
12190.00
12207.00
12202.00
12195.00
12229.00
12207.00
12222.00
12041.00
11993.00
12026.00
12034.00
12065.00
12042.00
12158.00
12163.00
12165.00
12082.00
12105.00
12130.00
12092.00
12179.00
12149.00
12138.00
12163.00
12205.00
12191.00
12206.00
12193.00
12146.00
12124.00
12161.00
12161.00
12122.00
12166.00
12160.00
12179.00
12196.00
12264.00
12276.00
12295.00
12318.00
12296.00
12352.00
12347.00
12336.00
12336.00
12432.00
12599.00
12900.00
12720.00
12565.00
12500.00
12435.00
12456.00
12467.00
12434.00
12436.00
12440.00
12474.00
12589.00
12658.00
12732.00
12731.00
12640.00
12568.00
12608.00
12580.00
12617.00
12593.00
12612.00
12659.00
12557.00
12451.00
12444.00
12517.00
12493.00
12498.00
12515.00
12625.00
12700.00
12643.00
12609.00
12653.00
12613.00
12679.00
12644.00
12700.00
12794.00
12769.00
12742.00
12757.00
12804.00
12849.00
12813.00
12866.00
12887.00
12862.00
12863.00
12993.00
12962.00
12963.00
13022.00
12983.00
13047.00
13059.00
13164.00
13176.00
13191.00
13237.00
13209.00
13164.00
13008.00
13075.00
13076.00
12972.00
12932.00
13003.00
13064.00
13086.00
13084.00
13043.00
13000.00
12942.00
12982.00
13002.00
12973.00
12910.00
12945.00
12979.00
12976.00
12838.00
12863.00
12875.00
12942.00
12952.00
12939.00
12941.00
12922.00
12978.00
12964.00
12937.00
13021.00
12993.00
13040.00
13065.00
13177.00
13116.00
13203.00
13188.00
13090.00
13116.00
13183.00
13169.00
13150.00
13136.00
13186.00
13192.00
13229.00
13205.00
13211.00
13230.00
13196.00
13243.00
13288.00
13360.00
13362.00
13329.00
13292.00
13317.00
13333.00
13333.00
13367.00
13341.00
13324.00
13318.00
13316.00
13280.00
13323.00
13338.00
13356.00
13332.00
13331.00
13337.00
13316.00
13353.00
13313.00
13346.00
13347.00
13304.00
13309.00
13320.00
13329.00
13368.00
13394.00
13448.00
13453.00
13460.00
13444.00
13468.00
13481.00
13492.00
13495.00
13517.00
13529.00
13536.00
13536.00
13541.00
13758.00
13747.00
13763.00
13831.00
13824.00
13838.00
13895.00
13998.00
14067.00
14102.00
14128.00
14011.00
14027.00
14081.00
14127.00
14160.00
14178.00
14234.00
14285.00
14244.00
14322.00
14306.00
14322.00
14371.00
14442.00
14452.00
14463.00
14451.00
14486.00
14623.00
14690.00
14696.00
14728.00
14657.00
14654.00
14709.00
14604.00
14382.00
14065.00
13809.00
13521.00
13466.00
13557.00
13288.00
13534.00
13563.00
13634.00
13696.00
13640.00
13491.00
13643.00
13626.00
13630.00
13562.00
13639.00
13682.00
13594.00
13461.00
13603.00
13550.00
13687.00
13619.00
13576.00
13575.00
13633.00
13732.00
13711.00
13763.00
13787.00
13739.00
13696.00
13723.00
13673.00
13733.00
13747.00
13840.00
13808.00
13757.00
13845.00
13833.00
13837.00
13853.00
13954.00
13937.00
14076.00
14065.00
14050.00
14028.00
14032.00
13872.00
13615.00
13644.00
13639.00
13658.00
13794.00
13795.00
13898.00
13931.00
13863.00
13946.00
13874.00
13935.00
13835.00
13861.00
13877.00
13886.00
13931.00
13921.00
13896.00
13899.00
13874.00
13844.00
13904.00
13871.00
13889.00
13846.00
13699.00
13621.00
13757.00
13662.00
13653.00
13689.00
13538.00
13369.00
13471.00
13476.00
13333.00
13504.00
13479.00
13549.00
13460.00
13397.00
13446.00
13416.00
13400.00
13395.00
13367.00
13314.00
13260.00
13159.00
13029.00
13128.00
13149.00
13087.00
13020.00
13087.00
13169.00
13166.00
13048.00
13160.00
13175.00
13167.00
13250.00
13323.00
13363.00
13359.00
13276.00
13200.00
13145.00
13217.00
13223.00
13197.00
13169.00
13134.00
13123.00
13096.00
13238.00
13166.00
13204.00
13150.00
13133.00
13182.00
13169.00
13235.00
13215.00
13173.00
13204.00
13204.00
13192.00
13162.00
13246.00
13284.00
13333.00
13271.00
13299.00
13311.00
13328.00
13278.00
13319.00
13467.00
13573.00
13607.00
13606.00
13671.00
13615.00
13575.00
13641.00
13615.00
13671.00
13695.00
13612.00
13478.00
13375.00
13241.00
13231.00
13309.00
13341.00
13273.00
13398.00
13327.00
13358.00
13260.00
13286.00
13298.00
13265.00
13296.00
13495.00
13256.00
13166.00
13180.00
13172.00
13112.00
13151.00
13095.00
13088.00
13086.00
13112.00
13086.00
13100.00
13122.00
13102.00
13135.00
13150.00
13130.00
13113.00
13094.00
13080.00
13079.00
13114.00
13138.00
13125.00
13144.00
13133.00
13123.00
13113.00
13120.00
13121.00
13098.00
13114.00
13119.00
13197.00
13216.00
13252.00
13267.00
13242.00
13275.00
13260.00
13300.00
13269.00
13261.00
13197.00
13162.00
13086.00
13090.00
13089.00
13151.00
13228.00
13190.00
13131.00
13164.00
13142.00
13148.00
13098.00
13098.00
13076.00
13027.00
12926.00
12952.00
12998.00
13010.00
12988.00
12995.00
12992.00
13002.00
12969.00
12992.00
13023.00
13028.00
13047.00
13054.00
13044.00
13007.00
12999.00
13020.00
13047.00
13022.00
12997.00
13027.00
13048.00
13051.00
13036.00
13058.00
13050.00
13103.00
13082.00
13090.00
13084.00
13118.00
13350.00
13358.00
13338.00
13347.00
13385.00
13408.00
13438.00
13424.00
13473.00
13540.00
13570.00
13467.00
13549.00
13563.00
13582.00
13524.00
13516.00
13405.00
13336.00
13304.00
13337.00
13309.00
13285.00
13367.00
13426.00
13381.00
13393.00
13473.00
13435.00
13470.00
13436.00
13447.00
13473.00
13436.00
13485.00
13478.00
13370.00
13347.00
13385.00
13320.00
13327.00
13288.00
13308.00
13354.00
13381.00
13328.00
13376.00
13382.00
13372.00
13330.00
13340.00
13325.00
13359.00
13335.00
13343.00
13349.00
13374.00
13362.00
13329.00
13322.00
13337.00
13308.00
13318.00
13330.00
13330.00
13329.00
13328.00
13352.00
13370.00
13356.00
13360.00
13336.00
13339.00
13347.00
13361.00
13361.00
13375.00
13364.00
13350.00
13340.00
13373.00
13393.00
13364.00
13360.00
13375.00
13336.00
13342.00
13329.00
13308.00
13335.00
13332.00
13329.00
13314.00
13323.00
13316.00
13321.00
13324.00
13326.00
13329.00
13327.00
13341.00
13323.00
13282.00
13298.00
13264.00
13255.00
13299.00
13328.00
13320.00
13296.00
13278.00
13299.00
13327.00
13316.00
13297.00
13330.00
13339.00
13324.00
13317.00
13355.00
13340.00
13319.00
13298.00
13306.00
13343.00
13410.00
13297.00
13296.00
13316.00
13295.00
13312.00
13336.00
13321.00
13311.00
13287.00
13285.00
13307.00
13316.00
13292.00
13292.00
13294.00
13286.00
13282.00
13298.00
13286.00
13297.00
13301.00
13319.00
13325.00
13386.00
13349.00
13364.00
13397.00
13408.00
13387.00
13368.00
13342.00
13347.00
13313.00
13314.00
13304.00
13320.00
13323.00
13319.00
13320.00
13334.00
13315.00
13326.00
13323.00
13318.00
13331.00
13330.00
13324.00
13319.00
13319.00
13324.00
13338.00
13370.00
13344.00
13344.00
13374.00
13368.00
13355.00
13338.00
13342.00
13354.00
13348.00
13338.00
13348.00
13343.00
13351.00
13345.00
13336.00
13337.00
13331.00
13284.00
13154.00
13186.00
13209.00
13239.00
13261.00
13238.00
13258.00
13270.00
13325.00
13305.00
13348.00
13384.00
13464.00
13492.00
13499.00
13582.00
13489.00
13483.00
13485.00
13504.00
13491.00
13509.00
13521.00
13508.00
13483.00
13490.00
13514.00
13521.00
13517.00
13535.00
13529.00
13570.00
13560.00
13630.00
13580.00
13572.00
13592.00
13562.00
13500.00
13529.00
13504.00
13524.00
13514.00
13514.00
13555.00
13542.00
13539.00
13538.00
13517.00
13529.00
13544.00
13523.00
13503.00
13506.00
13511.00
13527.00
13515.00
13514.00
13527.00
13515.00
13524.00
13552.00
13556.00
13546.00
13550.00
13589.00
13565.00
13573.00
13584.00
13587.00
13579.00
13545.00
13558.00
13562.00
13560.00
13548.00
13542.00
13498.00
13474.00
13405.00
13397.00
13428.00
13449.00
13427.00
13362.00
13330.00
13333.00
13323.00
13365.00
13331.00
13334.00
13318.00
13321.00
13290.00
13303.00
13327.00
13398.00
13413.00
13402.00
13428.00
13498.00
13578.00
13533.00
13602.00
13643.00
13609.00
13644.00
13657.00
13570.00
13541.00
13573.00
13582.00
13665.00
13670.00
13659.00
13650.00
13707.00
13793.00
13746.00
13740.00
13750.00
13763.00
13774.00
13794.00
13768.00
13757.00
13739.00
13748.00
13765.00
13765.00
13761.00
13759.00
13737.00
13780.00
13776.00
13708.00
13745.00
13756.00
13750.00
13765.00
13760.00
13767.00
13771.00
13771.00
13759.00
13747.00
13763.00
13753.00
13766.00
13770.00
13770.00
13778.00
13804.00
13894.00
13900.00
13888.00
13930.00
13879.00
13877.00
13936.00
13965.00
13943.00
13956.00
14036.00
14074.00
14048.00
13976.00
14020.00
14094.00
14074.00
14107.00
14176.00
14178.00
14192.00
14205.00
14166.00
14065.00
14032.00
13951.00
13872.00
13887.00
13875.00
13868.00
13902.00
14090.00
14102.00
14105.00
14163.00
14271.00
14404.00
14331.00
14418.00
14343.00
14387.00
14409.00
14332.00
14326.00
14391.00
14435.00
14358.00
14396.00
14391.00
14406.00
14418.00
14520.00
14454.00
14541.00
14515.00
14443.00
14483.00
14409.00
14413.00
14442.00
14446.00
14503.00
14481.00
14485.00
14439.00
14422.00
14437.00
14583.00
14625.00
14621.00
14619.00
14578.00
14568.00
14620.00
14655.00
14610.00
14614.00
14643.00
14655.00
14711.00
14767.00
14840.00
14927.00
14891.00
14884.00
14835.00
14863.00
14794.00
14835.00
14859.00
14908.00
14896.00
14839.00
14824.00
14865.00
14893.00
14938.00
14919.00
14929.00
14905.00
14988.00
15088.00
15133.00
15182.00
15193.00
15233.00
15215.00
15253.00
15194.00
15246.00
15206.00
15178.00
15187.00
15221.00
15192.00
15208.00
15193.00
15210.00
15207.00
15218.00
15237.00
15227.00
15195.00
15089.00
14972.00
14891.00
14764.00
14651.00
14632.00
14747.00
14895.00
14755.00
14764.00
14594.00
14586.00
14618.00
14592.00
14552.00
14551.00
14504.00
14535.00
14408.00
14339.00
14252.00
14293.00
14383.00
14507.00
14539.00
14517.00
14613.00
14577.00
14536.00
14538.00
14617.00
14523.00
14380.00
14499.00
14480.00
14602.00
14563.00
14542.00
14481.00
14465.00
14474.00
14350.00
14105.00
14031.00
14120.00
14093.00
14076.00
14052.00
14084.00
14154.00
14158.00
14182.00
14212.00
14221.00
14188.00
14141.00
14163.00
14038.00
14098.00
14112.00
14072.00
13978.00
13976.00
13947.00
13978.00
13992.00
13995.00
14088.00
14027.00
14093.00
14116.00
14106.00
14119.00
14055.00
14057.00
14079.00
14007.00
13990.00
14004.00
14062.00
14111.00
14149.00
14146.00
14129.00
14223.00
14324.00
14251.00
14269.00
14253.00
14310.00
14242.00
14228.00
14231.00
14102.00
14157.00
14223.00
14171.00
14202.00
14255.00
14244.00
14231.00
14237.00
14182.00
14158.00
14145.00
14150.00
14155.00
14156.00
14153.00
14067.00
14066.00
14016.00
14056.00
14080.00
14112.00
14154.00
14188.00
14188.00
14215.00
14245.00
14282.00
14308.00
14309.00
14305.00
14338.00
14347.00
14362.00
14444.00
14448.00
14458.00
14469.00
14478.00
14462.00
14488.00
14513.00
14451.00
14360.00
14380.00
14417.00
14385.00
14231.00
14258.00
14234.00
14270.00
14304.00
14346.00
14334.00
14271.00
14236.00
14116.00
14165.00
14138.00
14174.00
14180.00
14141.00
14117.00
14140.00
14160.00
14106.00
14148.00
14147.00
14129.00
14152.00
14089.00
14085.00
13970.00
13925.00
13949.00
13976.00
13913.00
13963.00
13973.00
14011.00
13986.00
14001.00
14010.00
14034.00
14026.00
14098.00
14203.00
14231.00
14344.00
14275.00
14231.00
14195.00
14220.00
14283.00
14234.00
14296.00
14258.00
14203.00
14262.00
14259.00
14234.00
14249.00
14261.00
14235.00
14263.00
14254.00
14237.00
14190.00
14217.00
14218.00
14153.00
14140.00
14092.00
14031.00
14063.00
14052.00
13950.00
14020.00
14100.00
14080.00
14099.00
14085.00
14077.00
14099.00
14134.00
14162.00
14197.00
14174.00
14196.00
14207.00
14193.00
14135.00
14156.00
14170.00
14182.00
14157.00
14139.00
14126.00
14140.00
14187.00
14172.00
14140.00
14132.00
14058.00
14051.00
13996.00
14064.00
14023.00
14028.00
14044.00
14008.00
14066.00
14002.00
14031.00
13992.00
14040.00
14020.00
14040.00
14059.00
14082.00
14098.00
14069.00
14075.00
14091.00
14097.00
14112.00
14100.00
14091.00
14081.00
14096.00
14099.00
14102.00
14122.00
14130.00
14125.00
14094.00
14037.00
14021.00
14004.00
14025.00
14042.00
13982.00
14004.00
14018.00
14007.00
13983.00
13993.00
13978.00
13982.00
13956.00
13945.00
13901.00
13895.00
13899.00
13961.00
13919.00
13934.00
13860.00
13812.00
13708.00
13654.00
13706.00
13658.00
13648.00
13654.00
13658.00
13678.00
13626.00
13632.00
13612.00
13647.00
13634.00
13652.00
13662.00
13726.00
13760.00
13717.00
13662.00
13647.00
13708.00
13686.00
13659.00
13679.00
13707.00
13693.00
13676.00
13717.00
13735.00
13777.00
13863.00
13893.00
13966.00
14018.00
14234.00
14413.00
14222.00
14171.00
14168.00
14267.00
14342.00
14411.00
14323.00
14490.00
14815.00
14818.00
15083.00
15223.00
15712.00
16273.00
16608.00
16486.00
16328.00
16230.00
16336.00
16367.00
16413.00
16741.00
16464.00
16556.00
16410.00
16245.00
16241.00
15840.00
15722.00
15707.00
15787.00
15503.00
15543.00
15643.00
15567.00
15630.00
15553.00
15591.00
15488.00
15415.00
15157.00
15073.00
15104.00
15127.00
15009.00
14936.00
14978.00
14887.00
14946.00
14909.00
14885.00
14823.00
14785.00
14774.00
14761.00
14769.00
14733.00
14502.00
14245.00
14165.00
14100.00
13956.00
13973.00
14083.00
14014.00
14257.00
14228.00
14155.00
14234.00
14186.00
14242.00
14209.00
14265.00
14160.00
14231.00
14239.00
14369.00
14302.00
14341.00
14516.00
14566.00
14547.00
14456.00
14460.00
14446.00
14501.00
14486.00
14512.00
14616.00
14632.00
14780.00
14832.00
14813.00
14655.00
14669.00
14614.00
14605.00
14543.00
14570.00
14653.00
14713.00
14697.00
14623.00
14587.00
14647.00
14750.00
14728.00
14777.00
14877.00
14917.00
14907.00
14786.00
14794.00
14632.00
14636.00
14714.00
14702.00
14554.00
14615.00
14804.00
14818.00
14792.00
14754.00
14798.00
14853.00
14871.00
14979.00
14974.00
14870.00
14844.00
14878.00
14768.00
14723.00
14782.00
14835.00
14949.00
14951.00
14959.00
14920.00
14918.00
14876.00
14890.00
14867.00
14712.00
14784.00
14750.00
14737.00
14746.00
14793.00
14780.00
14760.00
14766.00
14741.00
14729.00
14658.00
14697.00
14738.00
14697.00
14690.00
